3631.jpg: yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | earthstar | lemon | lycaenid, lycaenid butterfly | jackfruit, jak, jack | daisy | pot, flowerpot
2571.jpg: vase | daisy | sulphur butterfly, sulfur butterfly | rapeseed | earthstar | picket fence, paling | bee
3034.jpg: tench, Tinca tinca | head cabbage | Afghan hound, Afghan | croquet ball | swing | Sussex spaniel | terrapin
4812.jpg: minivan | beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon | limousine, limo | traffic light, traffic signal, stoplight | convertible | cab, hack, taxi, taxicab | mobile home, manufactured home
5358.jpg: daisy | earthstar | lycaenid, lycaenid butterfly | cabbage butterfly | ringlet, ringlet butterfly | picket fence, paling | snail
3835.jpg: airliner | revolver, six-gun, six-shooter | tripod | projectile, missile | space bar | rotisserie | book jacket, dust cover, dust jacket, dust wrapper
3815.jpg: hamper | eggnog | honeycomb | meat loaf, meatloaf | French loaf | chocolate sauce, chocolate syrup | restaurant, eating house, eating place, eatery
5980.jpg: bee | monarch, monarch butterfly, milkweed butterfly, Danaus plexippus | cabbage butterfly | daisy | ringlet, ringlet butterfly | sulphur butterfly, sulfur butterfly | damselfly
4351.jpg: space shuttle | airliner | catamaran | trimaran | alp | killer whale, killer, orca, grampus, sea wolf, Orcinus orca | seashore, coast, seacoast, sea-coast
5956.jpg: earthstar | stinkhorn, carrion fungus | hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa | mushroom | pot, flowerpot | cardoon | maypole
4897.jpg: bookshop, bookstore, bookstall | library | bookcase | comic book | tobacco shop, tobacconist shop, tobacconist | neck brace | slide rule, slipstick
0088.jpg: leopard, Panthera pardus | jaguar, panther, Panthera onca, Felis onca | cheetah, chetah, Acinonyx jubatus | snow leopard, ounce, Panthera uncia | lynx, catamount | Egyptian cat | tiger cat
2225.jpg: hair slide | bee | earthstar | sulphur butterfly, sulfur butterfly | daisy | lycaenid, lycaenid butterfly | ant, emmet, pismire
2595.jpg: moped | disk brake, disc brake | mountain bike, all-terrain bike, off-roader | bicycle-built-for-two, tandem bicycle, tandem | motor scooter, scooter | tractor | thresher, thrasher, threshing machine
3479.jpg: plate | chocolate sauce, chocolate syrup | consomme | meat loaf, meatloaf | hot pot, hotpot | trifle | mortar
3322.jpg: daisy | vase | standard schnauzer | Lakeland terrier | earthstar | Dandie Dinmont, Dandie Dinmont terrier | bee
5024.jpg: komondor | Tibetan terrier, chrysanthemum dog | otterhound, otter hound | ram, tup | Old English sheepdog, bobtail | clumber, clumber spaniel | Sealyham terrier, Sealyham
5439.jpg: cheetah, chetah, Acinonyx jubatus | hyena, hyaena | leopard, Panthera pardus | jaguar, panther, Panthera onca, Felis onca | prairie chicken, prairie grouse, prairie fowl | banded gecko | dhole, Cuon alpinus
1259.jpg: limousine, limo | beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon | minivan | mobile home, manufactured home | trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi | tow truck, tow car, wrecker | moving van
2914.jpg: monastery | palace | mosque | prison, prison house | bell cote, bell cot | vault | dome
2892.jpg: earthstar | stinkhorn, carrion fungus | gyromitra | hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa | yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | whiptail, whiptail lizard | green mamba
6277.jpg: yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | vine snake | acorn | lacewing, lacewing fly | green mamba | sulphur butterfly, sulfur butterfly | African chameleon, Chamaeleo chamaeleon
1447.jpg: plastic bag | bonnet, poke bonnet | head cabbage | candle, taper, wax light | shower cap | pot, flowerpot | overskirt
0764.jpg: palace | monastery | church, church building | castle | flagpole, flagstaff | triumphal arch | prison, prison house
2452.jpg: chocolate sauce, chocolate syrup | ice cream, icecream | ice lolly, lolly, lollipop, popsicle | electric ray, crampfish, numbfish, torpedo | plate | trifle | tick
6817.jpg: moped | motor scooter, scooter | tractor | lawn mower, mower | harvester, reaper | thresher, thrasher, threshing machine | disk brake, disc brake
6358.jpg: white wolf, Arctic wolf, Canis lupus tundrarum | ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus | kuvasz | Great Pyrenees | Samoyed, Samoyede | Arctic fox, white fox, Alopex lagopus | Labrador retriever
5306.jpg: sea anemone, anemone | buckeye, horse chestnut, conker | gyromitra | sea urchin | earthstar | coral fungus | coral reef
5954.jpg: vase | daisy | sulphur butterfly, sulfur butterfly | rapeseed | bee | lycaenid, lycaenid butterfly | lacewing, lacewing fly
6545.jpg: airliner | trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi | dam, dike, dyke | space shuttle | airship, dirigible | solar dish, solar collector, solar furnace | projectile, missile
0600.jpg: bicycle-built-for-two, tandem bicycle, tandem | carousel, carrousel, merry-go-round, roundabout, whirligig | fire screen, fireguard | comic book | lawn mower, mower | thresher, thrasher, threshing machine | tow truck, tow car, wrecker
6535.jpg: earthstar | gyromitra | daisy | hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa | sulphur butterfly, sulfur butterfly | stinkhorn, carrion fungus | pot, flowerpot
5334.jpg: studio couch, day bed | mousetrap | candle, taper, wax light | waffle iron | iron, smoothing iron | scale, weighing machine | plane, carpenter's plane, woodworking plane
5181.jpg: earthstar | daisy | stinkhorn, carrion fungus | hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa | sulphur butterfly, sulfur butterfly | gyromitra | coral fungus
4235.jpg: daisy | pot, flowerpot | sulphur butterfly, sulfur butterfly | cauliflower | monarch, monarch butterfly, milkweed butterfly, Danaus plexippus | ear, spike, capitulum | bell pepper
4535.jpg: sports car, sport car | street sign | beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon | passenger car, coach, carriage | limousine, limo | cab, hack, taxi, taxicab | racer, race car, racing car
0510.jpg: airliner | web site, website, internet site, site | sorrel | book jacket, dust cover, dust jacket, dust wrapper | worm fence, snake fence, snake-rail fence, Virginia fence | scoreboard | slide rule, slipstick
0844.jpg: chocolate sauce, chocolate syrup | shield, buckler | pick, plectrum, plectron | ice cream, icecream | plate | bolo tie, bolo, bola tie, bola | lighter, light, igniter, ignitor
6540.jpg: neck brace | pajama, pyjama, pj's, jammies | lab coat, laboratory coat | Windsor tie | hand blower, blow dryer, blow drier, hair dryer, hair drier | hair slide | brassiere, bra, bandeau
3459.jpg: komondor | ram, tup | Great Pyrenees | Samoyed, Samoyede | kuvasz | llama | kelpie
2771.jpg: monastery | beacon, lighthouse, beacon light, pharos | bell cote, bell cot | barn | church, church building | boathouse | castle
5639.jpg: airliner | solar dish, solar collector, solar furnace | palace | dam, dike, dyke | space shuttle | flagpole, flagstaff | monastery
1963.jpg: hamper | bell pepper | yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | head cabbage | pot, flowerpot | ear, spike, capitulum | sulphur butterfly, sulfur butterfly
0849.jpg: airliner | trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi | moving van | cassette player | space shuttle | space bar | rotisserie
0204.jpg: trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi | limousine, limo | tow truck, tow car, wrecker | sports car, sport car | mobile home, manufactured home | pickup, pickup truck | worm fence, snake fence, snake-rail fence, Virginia fence
4673.jpg: daisy | vase | picket fence, paling | sulphur butterfly, sulfur butterfly | pot, flowerpot | greenhouse, nursery, glasshouse | cabbage butterfly
5480.jpg: thatch, thatched roof | patio, terrace | lakeside, lakeshore | boathouse | monastery | mobile home, manufactured home | palace
3861.jpg: airliner | warplane, military plane | space shuttle | projectile, missile | missile | wing | airship, dirigible
1452.jpg: palace | monastery | mosque | castle | prison, prison house | bell cote, bell cot | triumphal arch
4817.jpg: tub, vat | bassoon | oboe, hautboy, hautbois | bathtub, bathing tub, bath, tub | slide rule, slipstick | lab coat, laboratory coat | brassiere, bra, bandeau
6659.jpg: plate | face powder | meat loaf, meatloaf | packet | ice cream, icecream | mashed potato | toilet seat
1551.jpg: minivan | mobile home, manufactured home | moving van | beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon | cab, hack, taxi, taxicab | minibus | passenger car, coach, carriage
0063.jpg: neck brace | flute, transverse flute | Windsor tie | academic gown, academic robe, judge's robe | brassiere, bra, bandeau | stole | pajama, pyjama, pj's, jammies
1280.jpg: moped | motor scooter, scooter | tricycle, trike, velocipede | disk brake, disc brake | crash helmet | mountain bike, all-terrain bike, off-roader | harvester, reaper
1174.jpg: moped | sports car, sport car | jinrikisha, ricksha, rickshaw | bicycle-built-for-two, tandem bicycle, tandem | space bar | thresher, thrasher, threshing machine | mailbag, postbag
0056.jpg: candle, taper, wax light | lighter, light, igniter, ignitor | matchstick | space bar | spotlight, spot | table lamp | torch
5271.jpg: thimble | table lamp | monarch, monarch butterfly, milkweed butterfly, Danaus plexippus | ice lolly, lolly, lollipop, popsicle | long-horned beetle, longicorn, longicorn beetle | ringlet, ringlet butterfly | indigo bunting, indigo finch, indigo bird, Passerina cyanea
2829.jpg: moped | motor scooter, scooter | mountain bike, all-terrain bike, off-roader | tricycle, trike, velocipede | crash helmet | bicycle-built-for-two, tandem bicycle, tandem | disk brake, disc brake
1471.jpg: daisy | sea anemone, anemone | sunscreen, sunblock, sun blocker | book jacket, dust cover, dust jacket, dust wrapper | sea urchin | sulphur butterfly, sulfur butterfly | buckeye, horse chestnut, conker
5622.jpg: chambered nautilus, pearly nautilus, nautilus | comic book | Dungeness crab, Cancer magister | king crab, Alaska crab, Alaskan king crab, Alaska king crab, Paralithodes camtschatica | stinkhorn, carrion fungus | rock crab, Cancer irroratus | bolete
5336.jpg: chocolate sauce, chocolate syrup | plate | hair slide | pick, plectrum, plectron | consomme | ice cream, icecream | packet
4078.jpg: yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | rapeseed | daisy | sulphur butterfly, sulfur butterfly | earthstar | monarch, monarch butterfly, milkweed butterfly, Danaus plexippus | cabbage butterfly
5163.jpg: moped | motor scooter, scooter | mountain bike, all-terrain bike, off-roader | tricycle, trike, velocipede | crash helmet | disk brake, disc brake | bicycle-built-for-two, tandem bicycle, tandem
3313.jpg: chocolate sauce, chocolate syrup | potpie | plate | hot pot, hotpot | trifle | plane, carpenter's plane, woodworking plane | mousetrap
0162.jpg: minivan | convertible | pickup, pickup truck | beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon | sports car, sport car | passenger car, coach, carriage | car wheel
3836.jpg: airliner | space shuttle | moving van | trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi | wing | screen, CRT screen | bullet train, bullet
3984.jpg: mountain tent | worm fence, snake fence, snake-rail fence, Virginia fence | harvester, reaper | tractor | web site, website, internet site, site | mountain bike, all-terrain bike, off-roader | parachute, chute
3061.jpg: moped | go-kart | tractor | harvester, reaper | thresher, thrasher, threshing machine | sports car, sport car | mountain bike, all-terrain bike, off-roader
2569.jpg: chocolate sauce, chocolate syrup | plate | trifle | bakery, bakeshop, bakehouse | consomme | ice cream, icecream | candle, taper, wax light
1158.jpg: waffle iron | projector | bakery, bakeshop, bakehouse | toaster | candle, taper, wax light | chocolate sauce, chocolate syrup | French loaf
5570.jpg: shower cap | bee | hamper | sarong | sulphur butterfly, sulfur butterfly | overskirt | hoopskirt, crinoline
1848.jpg: moped | motor scooter, scooter | jinrikisha, ricksha, rickshaw | sports car, sport car | crash helmet | tricycle, trike, velocipede | lawn mower, mower
0066.jpg: airliner | space shuttle | warplane, military plane | airship, dirigible | wing | projectile, missile | missile
4296.jpg: airliner | warplane, military plane | space shuttle | wing | projectile, missile | airship, dirigible | missile
4954.jpg: monastery | church, church building | altar | vault | dome | palace | bell cote, bell cot
4890.jpg: leopard, Panthera pardus | jaguar, panther, Panthera onca, Felis onca | cheetah, chetah, Acinonyx jubatus | snow leopard, ounce, Panthera uncia | lynx, catamount | tiger, Panthera tigris | tiger cat
4310.jpg: moped | motor scooter, scooter | crash helmet | disk brake, disc brake | tricycle, trike, velocipede | neck brace | mountain bike, all-terrain bike, off-roader
3596.jpg: yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum | head cabbage | jackfruit, jak, jack | earthstar | plastic bag | bell pepper | zucchini, courgette
1908.jpg: neck brace | Windsor tie | suit, suit of clothes | cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM | prison, prison house | barbershop | bassoon
6621.jpg: leopard, Panthera pardus | jaguar, panther, Panthera onca, Felis onca | cheetah, chetah, Acinonyx jubatus | lynx, catamount | cougar, puma, catamount, mountain lion, painter, panther, Felis concolor | tiger, Panthera tigris | snow leopard, ounce, Panthera uncia
6870.jpg: moped | motor scooter, scooter | disk brake, disc brake | crash helmet | neck brace | reel | tricycle, trike, velocipede
